date,provider,account_id,service,resource_id,resource_name,resource_type,region,availability_zone,environment,team,project,instance_type,usage_hours,avg_cpu_utilization,storage_gb,usage_quantity,usage_unit,currency,list_cost,discount,cost,billing_period_start,billing_period_end,tags
2026-05-26,GCP,gcp-ml-project,Compute Engine,gce-ml-train-01,ML Training Node,compute,us-central1,,production,ML,AI Platform,n2-standard-8,22.8,47.9,,22.8,hours,USD,11.56,1.24,10.32,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=production
2026-05-26,GCP,gcp-ml-project,Compute Engine,gce-ml-train-02,ML Training Node 2,compute,europe-west1,,production,ML,AI Platform,n2-standard-8,22.8,25.3,,22.8,hours,USD,11.0,1.18,9.82,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=production
2026-05-26,GCP,gcp-ml-project,Cloud Storage,gcs-ml-datasets,ML Dataset Bucket,storage,us-central1,,production,ML,AI Platform,,0.0,,5000,1.88,GB-month,USD,2.11,0.23,1.88,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=production
2026-05-26,GCP,gcp-prod-project,BigQuery,bq-analytics,BigQuery Analytics,database,us-central1,,production,Analytics,Customer Analytics,,0.0,46.2,,2.62,requests,USD,2.93,0.31,2.62,2026-05-01,2026-05-31,team=Analytics;project=Customer Analytics;environment=production
2026-05-26,GCP,gcp-prod-project,Compute Engine,gce-dev-old-01,Old Dev Instance,compute,asia-east1,,development,ML,AI Platform,n2-standard-4,24.0,3.4,,24.0,hours,USD,5.76,0.62,5.14,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=development
2026-05-26,GCP,gcp-prod-project,Compute Engine,gce-low-util-api,Low Util API Server,compute,europe-west1,,staging,Platform,Customer Portal,n2-standard-4,24.0,8.4,,24.0,hours,USD,5.92,0.63,5.29,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=staging
2026-05-26,AWS,aws-prod-001,EC2,i-apac-prod-01,APAC Production Server,compute,ap-southeast-1,ap-southeast-1a,production,Platform,Customer Portal,m5.xlarge,21.6,54.3,,21.6,hours,USD,6.65,0.71,5.94,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-27,AWS,aws-prod-001,EC2,i-prod-web-01,Production Web Server 1,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,22.8,69.3,,22.8,hours,USD,2.42,0.26,2.16,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-27,AWS,aws-prod-001,EC2,i-prod-web-02,Production Web Server 2,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,21.4,64.9,,21.4,hours,USD,2.55,0.27,2.28,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-27,AWS,aws-prod-001,EC2,i-prod-api-01,API Gateway Server,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.xlarge,22.6,56.3,,22.6,hours,USD,4.49,0.48,4.01,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-27,AWS,aws-prod-001,RDS,db-prod-main,Primary Production DB,database,us-east-1,,production,Platform,Customer Portal,db.r5.xlarge,0.0,64.1,,6.29,requests,USD,7.04,0.75,6.29,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-27,AWS,aws-prod-001,S3,s3-prod-assets,Production Assets Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,2500,0.8,GB-month,USD,0.9,0.1,0.8,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-27,AWS,aws-staging-002,EC2,i-staging-test,Staging Test Instance,compute,us-east-1,us-east-1a,staging,Platform,Customer Portal,m5.large,24.0,3.1,,24.0,hours,USD,2.23,0.24,1.99,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=staging
2026-05-27,AWS,aws-prod-001,EC2,i-old-batch-job,Legacy Batch Processor,compute,us-west-2,us-west-2a,production,Analytics,Data Pipeline,c5.4xlarge,24.0,4.4,,24.0,hours,USD,18.86,2.02,16.84,2026-05-01,2026-05-31,team=Analytics;project=Data Pipeline;environment=production
2026-05-27,AWS,aws-prod-001,RDS,db-legacy-archive,Legacy Archive DB,database,us-east-1,,production,Analytics,Data Pipeline,db.t3.medium,0.0,2.1,,1.92,requests,USD,2.15,0.23,1.92,2026-05-01,2026-05-31,team=Analytics;project=Data Pipeline;environment=production
2026-05-27,AWS,aws-prod-001,EC2,i-analytics-01,Analytics Server,compute,us-west-2,us-west-2a,production,Analytics,Customer Analytics,m5.2xlarge,22.9,27.6,,22.9,hours,USD,8.87,0.95,7.92,2026-05-01,2026-05-31,team=Analytics;project=Customer Analytics;environment=production
2026-05-27,AWS,aws-prod-001,RDS,db-reporting,Reporting Database,database,us-east-1,,production,Analytics,Customer Analytics,db.m5.large,0.0,18.4,,3.69,requests,USD,4.13,0.44,3.69,2026-05-01,2026-05-31,team=Analytics;project=Customer Analytics;environment=production
2026-05-27,AWS,aws-dev-003,EC2,i-dev-sandbox,Developer Sandbox,compute,us-east-1,us-east-1a,development,Platform,Customer Portal,t3.medium,24.0,12.8,,24.0,hours,USD,1.04,0.11,0.93,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=development
2026-05-27,AWS,aws-dev-003,EC2,i-dev-ml-test,ML Dev Testing Node,compute,us-west-2,us-west-2a,development,ML,AI Platform,m5.xlarge,24.0,13.6,,24.0,hours,USD,4.77,0.51,4.26,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=development
2026-05-27,AWS,aws-prod-001,S3,s3-backups,Backup Storage Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,1800,3.52,GB-month,USD,3.94,0.42,3.52,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-27,AWS,aws-prod-001,S3,s3-logs-archive,Log Archive Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,900,0.43,GB-month,USD,0.48,0.05,0.43,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-27,AWS,aws-prod-001,Lambda,lambda-image-proc,Image Processing Lambda,serverless,us-east-1,,production,Platform,Customer Portal,,0.0,,,0.31,requests,USD,0.35,0.04,0.31,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-27,AWS,aws-prod-001,Lambda,lambda-nightly-etl,Nightly ETL Lambda,serverless,us-east-1,,production,Analytics,Data Pipeline,,0.0,,,0.51,requests,USD,0.57,0.06,0.51,2026-05-01,2026-05-31,team=Analytics;project=Data Pipeline;environment=production
2026-05-27,AWS,aws-prod-001,EC2,i-untagged-01,Untagged Server A,compute,us-east-1,us-east-1a,,,,m5.large,10.3,35.3,,10.3,hours,USD,3.44,0.37,3.07,2026-05-01,2026-05-31,
2026-05-27,AWS,aws-dev-003,EC2,i-untagged-02,Untagged Server B,compute,us-west-2,us-west-2a,,,,t3.medium,23.5,37.5,,23.5,hours,USD,0.96,0.1,0.86,2026-05-01,2026-05-31,
2026-05-27,Azure,azure-prod-sub,VirtualMachines,vm-prod-api,Azure API VM,compute,eastus,,production,Platform,Customer Portal,Standard_D4s_v3,20.6,70.0,,20.6,hours,USD,5.33,0.57,4.76,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-27,Azure,azure-prod-sub,SQLDatabase,sql-prod-main,Azure SQL Production,database,eastus,,production,Platform,Customer Portal,,0.0,53.5,,5.36,requests,USD,6.0,0.64,5.36,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-27,Azure,azure-prod-sub,BlobStorage,blob-prod-data,Production Blob Storage,storage,westeurope,,production,Analytics,Customer Analytics,,0.0,,3000,1.22,GB-month,USD,1.37,0.15,1.22,2026-05-01,2026-05-31,team=Analytics;project=Customer Analytics;environment=production
2026-05-27,Azure,azure-dev-sub,VirtualMachines,vm-staging-old,Old Staging VM,compute,eastus,,staging,DevOps,Infrastructure,Standard_D8s_v3,24.0,2.4,,24.0,hours,USD,10.9,1.17,9.73,2026-05-01,2026-05-31,team=DevOps;project=Infrastructure;environment=staging
2026-05-27,Azure,azure-dev-sub,VirtualMachines,vm-dev-build,Build Server,compute,westeurope,,development,DevOps,Infrastructure,Standard_D2s_v3,24.0,15.5,,24.0,hours,USD,2.67,0.29,2.38,2026-05-01,2026-05-31,team=DevOps;project=Infrastructure;environment=development
2026-05-27,Azure,azure-prod-sub,VirtualMachines,vm-sec-scan,Security Scanner,compute,eastus,,production,Security,Compliance,Standard_D4s_v3,23.6,18.9,,23.6,hours,USD,5.16,0.55,4.61,2026-05-01,2026-05-31,team=Security;project=Compliance;environment=production
2026-05-27,GCP,gcp-ml-project,Compute Engine,gce-ml-train-01,ML Training Node,compute,us-central1,,production,ML,AI Platform,n2-standard-8,22.6,66.9,,22.6,hours,USD,11.31,1.21,10.1,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=production
2026-05-27,GCP,gcp-ml-project,Compute Engine,gce-ml-train-02,ML Training Node 2,compute,europe-west1,,production,ML,AI Platform,n2-standard-8,24.0,17.1,,24.0,hours,USD,10.55,1.13,9.42,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=production
2026-05-27,GCP,gcp-ml-project,Cloud Storage,gcs-ml-datasets,ML Dataset Bucket,storage,us-central1,,production,ML,AI Platform,,0.0,,5000,1.75,GB-month,USD,1.96,0.21,1.75,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=production
2026-05-27,GCP,gcp-prod-project,BigQuery,bq-analytics,BigQuery Analytics,database,us-central1,,production,Analytics,Customer Analytics,,0.0,43.4,,2.58,requests,USD,2.89,0.31,2.58,2026-05-01,2026-05-31,team=Analytics;project=Customer Analytics;environment=production
2026-05-27,GCP,gcp-prod-project,Compute Engine,gce-dev-old-01,Old Dev Instance,compute,asia-east1,,development,ML,AI Platform,n2-standard-4,24.0,4.3,,24.0,hours,USD,5.26,0.56,4.7,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=development
2026-05-27,GCP,gcp-prod-project,Compute Engine,gce-low-util-api,Low Util API Server,compute,europe-west1,,staging,Platform,Customer Portal,n2-standard-4,24.0,10.4,,24.0,hours,USD,5.22,0.56,4.66,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=staging
2026-05-27,AWS,aws-prod-001,EC2,i-apac-prod-01,APAC Production Server,compute,ap-southeast-1,ap-southeast-1a,production,Platform,Customer Portal,m5.xlarge,21.7,59.8,,21.7,hours,USD,6.15,0.66,5.49,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-28,AWS,aws-prod-001,EC2,i-prod-web-01,Production Web Server 1,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,20.8,58.9,,20.8,hours,USD,2.44,0.26,2.18,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-28,AWS,aws-prod-001,EC2,i-prod-web-02,Production Web Server 2,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,22.8,51.2,,22.8,hours,USD,2.3,0.25,2.05,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-28,AWS,aws-prod-001,EC2,i-prod-api-01,API Gateway Server,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.xlarge,23.2,63.6,,23.2,hours,USD,4.48,0.48,4.0,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-28,AWS,aws-prod-001,RDS,db-prod-main,Primary Production DB,database,us-east-1,,production,Platform,Customer Portal,db.r5.xlarge,0.0,41.5,,6.51,requests,USD,7.29,0.78,6.51,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-28,AWS,aws-prod-001,S3,s3-prod-assets,Production Assets Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,2500,0.78,GB-month,USD,0.87,0.09,0.78,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-28,AWS,aws-staging-002,EC2,i-staging-test,Staging Test Instance,compute,us-east-1,us-east-1a,staging,Platform,Customer Portal,m5.large,24.0,1.8,,24.0,hours,USD,2.4,0.26,2.14,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=staging
2026-05-28,AWS,aws-prod-001,EC2,i-old-batch-job,Legacy Batch Processor,compute,us-west-2,us-west-2a,production,Analytics,Data Pipeline,c5.4xlarge,24.0,1.5,,24.0,hours,USD,19.41,2.08,17.33,2026-05-01,2026-05-31,team=Analytics;project=Data Pipeline;environment=production
2026-05-28,AWS,aws-prod-001,RDS,db-legacy-archive,Legacy Archive DB,database,us-east-1,,production,Analytics,Data Pipeline,db.t3.medium,0.0,2.6,,1.88,requests,USD,2.11,0.23,1.88,2026-05-01,2026-05-31,team=Analytics;project=Data Pipeline;environment=production
2026-05-28,AWS,aws-prod-001,EC2,i-analytics-01,Analytics Server,compute,us-west-2,us-west-2a,production,Analytics,Customer Analytics,m5.2xlarge,23.2,22.8,,23.2,hours,USD,9.77,1.05,8.72,2026-05-01,2026-05-31,team=Analytics;project=Customer Analytics;environment=production
2026-05-28,AWS,aws-prod-001,RDS,db-reporting,Reporting Database,database,us-east-1,,production,Analytics,Customer Analytics,db.m5.large,0.0,19.5,,3.89,requests,USD,4.36,0.47,3.89,2026-05-01,2026-05-31,team=Analytics;project=Customer Analytics;environment=production
2026-05-28,AWS,aws-dev-003,EC2,i-dev-sandbox,Developer Sandbox,compute,us-east-1,us-east-1a,development,Platform,Customer Portal,t3.medium,24.0,14.3,,24.0,hours,USD,1.09,0.12,0.97,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=development
2026-05-28,AWS,aws-dev-003,EC2,i-dev-ml-test,ML Dev Testing Node,compute,us-west-2,us-west-2a,development,ML,AI Platform,m5.xlarge,24.0,15.6,,24.0,hours,USD,4.66,0.5,4.16,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=development
2026-05-28,AWS,aws-prod-001,S3,s3-backups,Backup Storage Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,1800,3.65,GB-month,USD,4.09,0.44,3.65,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-28,AWS,aws-prod-001,S3,s3-logs-archive,Log Archive Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,900,0.38,GB-month,USD,0.43,0.05,0.38,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-28,AWS,aws-prod-001,Lambda,lambda-image-proc,Image Processing Lambda,serverless,us-east-1,,production,Platform,Customer Portal,,0.0,,,0.29,requests,USD,0.32,0.03,0.29,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-28,AWS,aws-prod-001,Lambda,lambda-nightly-etl,Nightly ETL Lambda,serverless,us-east-1,,production,Analytics,Data Pipeline,,0.0,,,0.48,requests,USD,0.54,0.06,0.48,2026-05-01,2026-05-31,team=Analytics;project=Data Pipeline;environment=production
2026-05-28,AWS,aws-prod-001,EC2,i-untagged-01,Untagged Server A,compute,us-east-1,us-east-1a,,,,m5.large,12.6,34.2,,12.6,hours,USD,3.79,0.41,3.38,2026-05-01,2026-05-31,
2026-05-28,AWS,aws-dev-003,EC2,i-untagged-02,Untagged Server B,compute,us-west-2,us-west-2a,,,,t3.medium,15.9,40.3,,15.9,hours,USD,0.97,0.1,0.87,2026-05-01,2026-05-31,
2026-05-28,Azure,azure-prod-sub,VirtualMachines,vm-prod-api,Azure API VM,compute,eastus,,production,Platform,Customer Portal,Standard_D4s_v3,20.7,51.0,,20.7,hours,USD,5.62,0.6,5.02,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-28,Azure,azure-prod-sub,SQLDatabase,sql-prod-main,Azure SQL Production,database,eastus,,production,Platform,Customer Portal,,0.0,61.6,,5.76,requests,USD,6.45,0.69,5.76,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-28,Azure,azure-prod-sub,BlobStorage,blob-prod-data,Production Blob Storage,storage,westeurope,,production,Analytics,Customer Analytics,,0.0,,3000,1.33,GB-month,USD,1.49,0.16,1.33,2026-05-01,2026-05-31,team=Analytics;project=Customer Analytics;environment=production
2026-05-28,Azure,azure-dev-sub,VirtualMachines,vm-staging-old,Old Staging VM,compute,eastus,,staging,DevOps,Infrastructure,Standard_D8s_v3,24.0,2.7,,24.0,hours,USD,10.99,1.18,9.81,2026-05-01,2026-05-31,team=DevOps;project=Infrastructure;environment=staging
2026-05-28,Azure,azure-dev-sub,VirtualMachines,vm-dev-build,Build Server,compute,westeurope,,development,DevOps,Infrastructure,Standard_D2s_v3,24.0,7.1,,24.0,hours,USD,2.67,0.29,2.38,2026-05-01,2026-05-31,team=DevOps;project=Infrastructure;environment=development
2026-05-28,Azure,azure-prod-sub,VirtualMachines,vm-sec-scan,Security Scanner,compute,eastus,,production,Security,Compliance,Standard_D4s_v3,22.1,20.9,,22.1,hours,USD,5.38,0.58,4.8,2026-05-01,2026-05-31,team=Security;project=Compliance;environment=production
2026-05-28,GCP,gcp-ml-project,Compute Engine,gce-ml-train-01,ML Training Node,compute,us-central1,,production,ML,AI Platform,n2-standard-8,20.5,38.3,,20.5,hours,USD,11.57,1.24,10.33,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=production
2026-05-28,GCP,gcp-ml-project,Compute Engine,gce-ml-train-02,ML Training Node 2,compute,europe-west1,,production,ML,AI Platform,n2-standard-8,23.0,27.5,,23.0,hours,USD,11.0,1.18,9.82,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=production
2026-05-28,GCP,gcp-ml-project,Cloud Storage,gcs-ml-datasets,ML Dataset Bucket,storage,us-central1,,production,ML,AI Platform,,0.0,,5000,1.9,GB-month,USD,2.13,0.23,1.9,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=production
2026-05-28,GCP,gcp-prod-project,BigQuery,bq-analytics,BigQuery Analytics,database,us-central1,,production,Analytics,Customer Analytics,,0.0,52.1,,2.7,requests,USD,3.02,0.32,2.7,2026-05-01,2026-05-31,team=Analytics;project=Customer Analytics;environment=production
2026-05-28,GCP,gcp-prod-project,Compute Engine,gce-dev-old-01,Old Dev Instance,compute,asia-east1,,development,ML,AI Platform,n2-standard-4,24.0,2.5,,24.0,hours,USD,5.14,0.55,4.59,2026-05-01,2026-05-31,team=ML;project=AI Platform;environment=development
2026-05-28,GCP,gcp-prod-project,Compute Engine,gce-low-util-api,Low Util API Server,compute,europe-west1,,staging,Platform,Customer Portal,n2-standard-4,24.0,8.2,,24.0,hours,USD,5.73,0.61,5.12,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=staging
2026-05-28,AWS,aws-prod-001,EC2,i-apac-prod-01,APAC Production Server,compute,ap-southeast-1,ap-southeast-1a,production,Platform,Customer Portal,m5.xlarge,21.1,47.9,,21.1,hours,USD,6.69,0.72,5.97,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-29,AWS,aws-prod-001,EC2,i-prod-web-01,Production Web Server 1,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,21.8,43.7,,21.8,hours,USD,2.51,0.27,2.24,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-29,AWS,aws-prod-001,EC2,i-prod-web-02,Production Web Server 2,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.large,22.2,64.0,,22.2,hours,USD,2.26,0.24,2.02,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-29,AWS,aws-prod-001,EC2,i-prod-api-01,API Gateway Server,compute,us-east-1,us-east-1a,production,Platform,Customer Portal,m5.xlarge,23.1,41.9,,23.1,hours,USD,5.07,0.54,4.53,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-29,AWS,aws-prod-001,RDS,db-prod-main,Primary Production DB,database,us-east-1,,production,Platform,Customer Portal,db.r5.xlarge,0.0,50.5,,6.47,requests,USD,7.25,0.78,6.47,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-29,AWS,aws-prod-001,S3,s3-prod-assets,Production Assets Bucket,storage,us-east-1,,production,Platform,Customer Portal,,0.0,,2500,0.76,GB-month,USD,0.85,0.09,0.76,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=production
2026-05-29,AWS,aws-staging-002,EC2,i-staging-test,Staging Test Instance,compute,us-east-1,us-east-1a,staging,Platform,Customer Portal,m5.large,24.0,3.4,,24.0,hours,USD,2.43,0.26,2.17,2026-05-01,2026-05-31,team=Platform;project=Customer Portal;environment=staging
